Game Name,ROM SIZE (bytes),ROM SIZE (Mb)
Manchester United Championship Soccer (Europe) (Beta),"1,048,576",8
Manchester United Championship Soccer (Europe),"1,048,576",8
Mario Is Missing! (Europe),"1,048,576",8
Mario Is Missing! (France),"1,048,576",8
Mario Is Missing! (Germany),"1,048,576",8
Mario Is Missing! (USA),"1,048,576",8
Mario Paint (Europe),"1,048,576",8
Mario Paint (Japan USA) (Beta),"1,048,576",8
Mario Paint (Japan USA),"1,048,576",8
Mario no Super Picross (Japan),"1,048,576",8
Mario to Wario (Japan) (En),"1,048,576",8
Mario's Early Years - Fun with Letters (USA),"1,048,576",8
Mario's Early Years - Fun with Numbers (USA),"1,048,576",8
Mario's Early Years - Preschool Fun (USA),"1,048,576",8
Mario's Time Machine (Europe),"1,048,576",8
Mario's Time Machine (Germany),"1,048,576",8
Mario's Time Machine (USA),"1,048,576",8
Battle Commander - Hachibushuu Shura no Heihou (Japan),"1,048,576",8
Battle Cross (Japan),"1,048,576",8
Marmalade Boy (Japan) (Sample),"1,048,576",8
Marmalade Boy (Japan),"1,048,576",8
Ski Paradise with Snowboard (Japan),"1,048,576",8
Simpsons The - Bart's Nightmare (USA),"1,048,576",8
Simpsons The - Bart's Nightmare (Europe),"1,048,576",8
Simpsons The - Bart no Fushigi na Yume no Daibouken (Japan) (En),"1,048,576",8
SimEarth - The Living Planet (USA),"1,048,576",8
Battle Dodge Ball - Toukyuu Daigekitotsu! (Japan),"1,048,576",8
Battle Grand Prix (Japan) (En),"1,048,576",8
Battle Grand Prix (USA),"1,048,576",8
Battle Jockey (Japan),"1,048,576",8
SimAnt - The Electronic Ant Colony (USA),"1,048,576",8
SimAnt (USA) (Beta),"1,048,576",8
SimAnt (Japan),"1,048,576",8
Side Pocket (USA),"1,048,576",8
Side Pocket (Japan) (En),"1,048,576",8
Side Pocket (Europe),"1,048,576",8
Math Blaster - Episode 1 (USA),"1,048,576",8
Battle Racers (Japan),"1,048,576",8
Shougi Zanmai (Japan),"1,048,576",8
Shougi Saikyou (Japan),"1,048,576",8
Mazinger Z (Japan) (Putative Beta),"1,048,576",8
Mazinger Z (Japan),"1,048,576",8
Mecarobot Golf (USA),"1,048,576",8
MechWarrior (Europe),"1,048,576",8
MechWarrior (France),"1,048,576",8
MechWarrior (Germany),"1,048,576",8
MechWarrior (Italy),"1,048,576",8
MechWarrior (Spain),"1,048,576",8
MechWarrior (USA),"1,048,576",8
Shougi Fuurinkazan (Japan),"1,048,576",8
Battle Soccer - Field no Hasha (Japan),"1,048,576",8
Battle Submarine (Japan),"1,048,576",8
Shodai Nekketsu Kouha Kunio-kun (Japan),"1,048,576",8
Shodai Nekketsu Kouha Kunio-kun (Japan) (Rev 1),"1,048,576",8
Shinzui Taikyoku Igo - Go Sennin (Japan),"1,048,576",8
Shinseiki Odysselya (Japan) (Sample),"1,048,576",8
Shinseiki GPX Cyber Formula (Japan),"1,048,576",8
Shinri Game The - Akuma no Kokoroji (Japan),"1,048,576",8
Shinri Game 3 The (Japan),"1,048,576",8
Shinri Game 2 The - Magical Trip (Japan),"1,048,576",8
Shinchou Kouki (Japan),"1,048,576",8
Mega lo Mania (Europe) (EnFrDe) (Beta),"1,048,576",8
Mega lo Mania - Jikuu Daisenryaku (Japan),"1,048,576",8
Mega-lo-Mania (Europe) (EnFrDe),"1,048,576",8
Shin Ikkakusenkin (Japan),"1,048,576",8
Shimono Masaki no Fishing to Bassing (Japan),"1,048,576",8
Shijou Saikyou no Quiz Ou Ketteisen Super (Japan),"1,048,576",8
Shanghai III (Japan),"1,048,576",8
Shanghai II - Dragon's Eye (USA),"1,048,576",8
Metal Max 2 (Japan),"1,048,576",8
Shanghai II - Dragon's Eye (Europe),"1,048,576",8
Shanghai - Banri no Choujou (Japan),"1,048,576",8
Shanghai - Banri no Choujou (Japan) (Rev 1),"1,048,576",8
Shadowrun (USA),"1,048,576",8
Michael Andretti's IndyCar Challenge (Japan),"1,048,576",8
Michael Andretti's IndyCar Challenge (USA),"1,048,576",8
Shadowrun (USA) (Beta),"1,048,576",8
Shadowrun (Sweden),"1,048,576",8
Shadowrun (Germany),"1,048,576",8
Shadowrun (Europe),"1,048,576",8
Shadowrun (Europe) (Sample),"1,048,576",8
Mickey no Magical Adventure (Japan) (Rev 1),"1,048,576",8
Mickey no Magical Adventure (Japan),"1,048,576",8
Serizawa Nobuo no Birdie Try (Japan),"1,048,576",8
Septentrion (Japan),"1,048,576",8
BattleTech (Japan),"1,048,576",8
Sengoku Denshou (Japan),"1,048,576",8
Mickey's Ultimate Challenge (USA),"1,048,576",8
California Games II (Japan) (EnJa),"1,048,576",8
California Games II (Europe) (EnFrDe),"1,048,576",8
Micro Machines 2 - Turbo Tournament (Europe),"1,048,576",8
Might and Magic - Book II (Japan),"1,048,576",8
Might and Magic II (Europe),"1,048,576",8
Might and Magic II (Germany),"1,048,576",8
Battletoads in Battlemaniacs (Europe),"1,048,576",8
Sankyo Fever! Fever! (Japan),"1,048,576",8
Mighty Max (USA) (Beta),"1,048,576",8
Mighty Max (USA),"1,048,576",8
Same Game (Japan),"1,048,576",8
Sakurai Shouichi no Jankiryuu Mahjong Hisshouhou (Japan),"1,048,576",8
Battletoads in Battlemaniacs (Japan),"1,048,576",8
Battletoads in Battlemaniacs (USA) (Beta),"1,048,576",8
SOS (USA),"1,048,576",8
Battletoads in Battlemaniacs (USA),"1,048,576",8
Battletoads-Double Dragon (Europe),"1,048,576",8
SM Choukyoushi Hitomi Vol. 3 (Japan) (Unl) [b],"1,048,576",8
SM Choukyoushi Hitomi Vol. 3 (Japan) (Alt 1) (Unl) [b],"1,048,576",8
Battletoads-Double Dragon (USA),"1,048,576",8
Miracle Casino Paradise (Japan),"1,048,576",8
Miracle Girls (Japan),"1,048,576",8
Cal Ripken Jr. Baseball (USA),"1,048,576",8
Miyaji Shachou no Pachinko Fan - Shouri Sengen 2 (Japan),"1,048,576",8
SM Choukyoushi Hitomi Vol. 2 (Japan) (Unl),"1,048,576",8
Beauty and the Beast (Europe) (Beta),"1,048,576",8
Beauty and the Beast (Europe),"1,048,576",8
Beauty and the Beast (USA),"1,048,576",8
Monopoly (Japan),"1,048,576",8
Cal Ripken Jr. Baseball (USA) (Beta),"1,048,576",8
Cal Ripken Jr. Baseball (Europe),"1,048,576",8
SM Choukyoushi Hitomi (Japan) (Unl) [b],"1,048,576",8
SD Kidou Senshi Gundam 2 (Japan),"1,048,576",8
SD Gundam Gaiden 2 - Entaku no Kishi (Japan),"1,048,576",8
Monster Maker Kids - Ousama ni Naritai (Japan),"1,048,576",8
SD Gundam Gaiden - Knight Gundam Monogatari - Ooinaru Isan (Japan),"1,048,576",8
SD Gundam Gaiden - Knight Gundam Monogatari - Ooinaru Isan (Japan) (Rev 1),"1,048,576",8
SD Gundam GX (Japan),"1,048,576",8
SD Gundam - Power Formation Puzzle (Japan),"1,048,576",8
Bebe's Kids (USA),"1,048,576",8
Ryuuki Heidan Danzarb (Japan),"1,048,576",8
Rushing Beat (Japan),"1,048,576",8
Run Saber (USA),"1,048,576",8
Run Saber (Europe),"1,048,576",8
Romancing Sa-Ga (Japan),"1,048,576",8
Romancing Sa-Ga (Japan) (Rev 1),"1,048,576",8
Romance of the Three Kingdoms II (USA),"1,048,576",8
Roger Clemens' MVP Baseball (USA),"1,048,576",8
Roger Clemens' MVP Baseball (USA) (Rev 1),"1,048,576",8
Roger Clemens' MVP Baseball (USA) (Beta),"1,048,576",8
Rocky Rodent (USA),"1,048,576",8
Motoko-chan no Wonder Kitchen (Japan),"1,048,576",8
Rocketeer The (USA),"1,048,576",8
Rock n' Roll Racing (USA),"1,048,576",8
Mr Nutz (USA) (EnFr) (Beta),"1,048,576",8
CB Chara Wars - Ushinawareta Gag (Japan),"1,048,576",8
Rock n' Roll Racing (USA) (Beta),"1,048,576",8
Burai - Hachigyoku no Yuushi Densetsu (Japan),"1,048,576",8
Mr. Nutz (Europe) (EnFr),"1,048,576",8
Mr. Nutz (Japan),"1,048,576",8
Mr. Nutz (USA) (EnFr),"1,048,576",8
Bulls vs Blazers and the NBA Playoffs (USA),"1,048,576",8
Bulls vs Blazers and the NBA Playoffs (USA) (Rev 1),"1,048,576",8
Rock n' Roll Racing (Japan),"1,048,576",8
Multi Play Volleyball (Japan),"1,048,576",8
Rock n' Roll Racing (Europe),"1,048,576",8
Musya - The Classic Japanese Tale of Horror (USA),"1,048,576",8
Mystery Circle (Japan),"1,048,576",8
Rock & Roll Racing (Europe) (Beta),"1,048,576",8
Bulls vs Blazers and the NBA Playoffs (Europe),"1,048,576",8
Bulls vs Blazers and the NBA Playoffs (Europe) (Rev 1),"1,048,576",8
RoboCop versus The Terminator (USA),"1,048,576",8
NBA All-Star Challenge (Europe),"1,048,576",8
NBA All-Star Challenge (Japan) (En),"1,048,576",8
NBA All-Star Challenge (USA),"1,048,576",8
RoboCop versus The Terminator (Europe),"1,048,576",8
RoboCop 3 (USA),"1,048,576",8
RoboCop 3 (USA) (Arcade),"1,048,576",8
RoboCop 3 (Europe),"1,048,576",8
Road Runner's Death Valley Rally (USA),"1,048,576",8
Road Runner (Europe) (Beta),"1,048,576",8
Best of the Best - Championship Karate (Europe) (Beta),"1,048,576",8
Best of the Best - Championship Karate (Europe),"1,048,576",8
Best of the Best - Championship Karate (USA),"1,048,576",8
Rival Turf! (USA),"1,048,576",8
Rival Turf (Europe),"1,048,576",8
Big Sky Trooper (Europe),"1,048,576",8
Big Sky Trooper (USA) (Beta),"1,048,576",8
Big Sky Trooper (USA),"1,048,576",8
Return of Double Dragon (Japan) (En),"1,048,576",8
Res Arcana - Diana Ray - Uranai no Meikyuu (Japan),"1,048,576",8
Ren & Stimpy Show The - Veediots! (USA),"1,048,576",8
Ren & Stimpy Show The - Veediots! (Europe),"1,048,576",8
Bijo to Yajuu (Japan),"1,048,576",8
Ren & Stimpy Show The - Buckeroo$! (USA),"1,048,576",8
Redline F-1 Racer (USA),"1,048,576",8
Biker Mice from Mars (Europe),"1,048,576",8
Realm (USA),"1,048,576",8
NBA Pro Basketball '94 - Bulls vs Suns (Japan),"1,048,576",8
NBA Pro Basketball - Bulls vs Blazers (Japan),"1,048,576",8
NBA Showdown (USA) (Beta),"1,048,576",8
NBA Showdown (USA),"1,048,576",8
NCAA Basketball (USA) (Arcade),"1,048,576",8
NCAA Basketball (USA) (Beta),"1,048,576",8
Realm (Europe),"1,048,576",8
NCAA Basketball (USA),"1,048,576",8
Ranma 1-2 - Ougi Jaanken (Japan),"1,048,576",8
NCAA Football (USA),"1,048,576",8
NFL Football (Europe),"1,048,576",8
NFL Football (Japan) (En),"1,048,576",8
NFL Football (USA),"1,048,576",8
NFL Pro Football '94 (Japan),"1,048,576",8
Ranma 1-2 - Chounai Gekitou Hen (Japan),"1,048,576",8
Biker Mice from Mars (USA),"1,048,576",8
Ramos Ruy no World Wide Soccer (Japan) (En),"1,048,576",8
Raiden Trad (USA),"1,048,576",8
Raiden Densetsu (Japan),"1,048,576",8
Radical Rex (USA),"1,048,576",8
Radical Rex (USA) (Beta),"1,048,576",8
Radical Rex (Europe),"1,048,576",8
NHL '94 (USA) (Beta),"1,048,576",8
NHL '94 (USA),"1,048,576",8
Bill Walsh College Football (USA),"1,048,576",8
NHL 95 (Europe),"1,048,576",8
NHL 95 (USA),"1,048,576",8
Bing Bing! Bingo (Japan),"1,048,576",8
BioMetal (Europe),"1,048,576",8
RPG Tsukuru - Super Dante (Japan),"1,048,576",8
BioMetal (Japan) (En),"1,048,576",8
BioMetal (USA),"1,048,576",8
Puzzle'n Desu! (Japan),"1,048,576",8
Putty Moon (Japan),"1,048,576",8
NHL Hockey '94 (Europe),"1,048,576",8
NHL Pro Hockey '94 (Japan),"1,048,576",8
NHL Stanley Cup (USA) (EnFr),"1,048,576",8
Push-Over (USA) (EnFrDeEs) (Beta),"1,048,576",8
Psycho Dream (Japan),"1,048,576",8
Pro Yakyuu Star (Japan),"1,048,576",8
Nakajima Satoru Kanshuu - F-1 Hero '94 (Japan),"1,048,576",8
Nakajima Satoru Kanshuu - Super F-1 Hero (Japan),"1,048,576",8
Pro Yakyuu Nettou Puzzle Stadium (Japan) (Beta),"1,048,576",8
Naki no Ryuu - Mahjong Hishouden (Japan),"1,048,576",8
Namcot Open (Japan),"1,048,576",8
Nangoku Shounen Papuwa-kun (Japan),"1,048,576",8
Pro Sport Hockey (USA),"1,048,576",8
Bishoujo Senshi Sailor Moon SuperS - Fuwafuwa Panic (Japan),"1,048,576",8
Pro Quarterback (USA),"1,048,576",8
Naxat Super Pinball - Jaki Crush (Japan),"1,048,576",8
Pro Mahjong Kiwame III (Japan),"1,048,576",8
Neugier - Umi to Kaze no Kodou (Japan),"1,048,576",8
BlaZeon (Japan) (En),"1,048,576",8
New 3D Golf Simulation - Devil's Course (Japan),"1,048,576",8
New 3D Golf Simulation - Harukanaru Augusta (Japan) (Rev 1),"1,048,576",8
New 3D Golf Simulation - Harukanaru Augusta (Japan),"1,048,576",8
New 3D Golf Simulation - Pebble Beach no Hatou (Japan),"1,048,576",8
New 3D Golf Simulation - Waialae no Kiseki (Japan),"1,048,576",8
BlaZeon - The Bio-Cyborg Challenge (USA),"1,048,576",8
Blackhawk (Europe) (EnFrDe),"1,048,576",8
Blackthorne (USA) (Beta) (CES Version),"1,048,576",8
Pro Kishi Jinsei Simulation - Shougi no Hanamichi (Japan),"1,048,576",8
Blackthorne (USA),"1,048,576",8
Pro Football '93 (Japan),"1,048,576",8
Prince of Persia (USA),"1,048,576",8
Prince of Persia (Japan),"1,048,576",8
Prince of Persia (Europe),"1,048,576",8
Prehistorik Man (USA) (EnFrEs),"1,048,576",8
Nigel Mansell F-1 Challenge (Japan),"1,048,576",8
Prehistorik Man (Europe) (EnFrDe),"1,048,576",8
Nigel Mansell's World Championship Racing (Europe) (Gremlin Graphics),"1,048,576",8
Nigel Mansell's World Championship Racing (Europe) (Rev 1),"1,048,576",8
Nigel Mansell's World Championship Racing (Europe),"1,048,576",8
Nigel Mansell's World Championship Racing (USA),"1,048,576",8
PowerMonger - Mashou no Bouryaku (Japan),"1,048,576",8
PowerMonger (Europe),"1,048,576",8
Blackthorne - Fukushuu no Kuroki Toge (Japan),"1,048,576",8
PowerFest 94 - Ken Griffey Jr. Presents Major League Baseball (USA),"1,048,576",8
Power Soukoban (Japan),"1,048,576",8
Power Rangers Zeo - Battle Racers (USA),"1,048,576",8
Nintama Rantarou 2 (Japan),"1,048,576",8
Nintama Rantarou 3 (Japan),"1,048,576",8
Power Rangers Zeo - Battle Racers (Europe),"1,048,576",8
Nintendo Scope 6 (Europe),"1,048,576",8
Power Piggs of the Dark Age (USA),"1,048,576",8
Nishijin Pachinko Monogatari (Japan),"1,048,576",8
Power Piggs of the Dark Age (Europe),"1,048,576",8
Nitropunks - Might Heads (Japan),"1,048,576",8
Power Piggs of the Dark Age (Europe) (Beta),"1,048,576",8
Power Moves (USA),"1,048,576",8
Power Drive (Europe) (EnFrDeEsPt),"1,048,576",8
Power Athlete (Japan) (En),"1,048,576",8
Populous II - Trials of the Olympian Gods (Germany),"1,048,576",8
Populous II - Trials of the Olympian Gods (Europe),"1,048,576",8
Bomber Man B-Daman (Japan),"1,048,576",8
Bonkers (USA),"1,048,576",8
Bonkers - Hollywood Daisakusen! (Japan),"1,048,576",8
Popful Mail (Japan),"1,048,576",8
Pop'n TwinBee - Rainbow Bell Adventures (Germany),"1,048,576",8
Obitus (USA),"1,048,576",8
Oda Nobunaga - Haou no Gundan (Japan),"1,048,576",8
Odekake Lester - Lelele no Le (^^; (Japan),"1,048,576",8
Pop'n TwinBee - Rainbow Bell Adventures (Europe),"1,048,576",8
Pop'n TwinBee (Japan),"1,048,576",8
Pop'n TwinBee (Japan) (Putative Sample) [b],"1,048,576",8
Okamoto Ayako to Match Play Golf - Ko Olina Golf Club in Hawaii (Japan),"1,048,576",8
Olivia no Mystery (Japan),"1,048,576",8
Pop'n TwinBee (Europe),"1,048,576",8
Pokonyan! - Henpokorin Adventure (Japan),"1,048,576",8
On the Ball (Europe),"1,048,576",8
On the Ball (USA),"1,048,576",8
Ongaku Tsukuru Kanadeeru (Japan),"1,048,576",8
Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu (Japan),"1,048,576",8
Pocky & Rocky (USA),"1,048,576",8
Pocky & Rocky (Europe),"1,048,576",8
Pocky & Rocky (Europe) (Sample),"1,048,576",8
Oozumou Spirits (Japan),"1,048,576",8
Plok! (Japan),"1,048,576",8
Operation Logic Bomb - The Ultimate Search & Destroy (Europe),"1,048,576",8
Operation Logic Bomb - The Ultimate Search & Destroy (USA),"1,048,576",8
Plok (USA),"1,048,576",8
Plok (Germany),"1,048,576",8
Bronkie the Bronchiasaurus (USA) (EnEs),"1,048,576",8
Plok (France) (EnFr),"1,048,576",8
Plok (Europe),"1,048,576",8
Planet's Champ TG 3000 The (Japan),"1,048,576",8
Pirates of Dark Water The (USA),"1,048,576",8
Othello World (Japan),"1,048,576",8
Otoboke Ninja Colosseum (Japan),"1,048,576",8
Otogirisou (Japan),"1,048,576",8
Pirates of Dark Water The (USA) (Beta),"1,048,576",8
Out of this World (USA) (Beta),"1,048,576",8
Out of this World (USA),"1,048,576",8
Out to Lunch (USA),"1,048,576",8
Outer World (Japan),"1,048,576",8
Outlander (Europe),"1,048,576",8
Outlander (USA),"1,048,576",8
P-Man (Japan),"1,048,576",8
Pirates of Dark Water The (Europe),"1,048,576",8
Pirates of Dark Water The (Europe) (Sample),"1,048,576",8
PGA European Tour (Europe),"1,048,576",8
PGA European Tour (USA),"1,048,576",8
Pink Panther (Japan) (En),"1,048,576",8
Pink Goes to Hollywood (USA),"1,048,576",8
Pink Goes to Hollywood (Europe),"1,048,576",8
Pinball Pinball (Japan),"1,048,576",8
Pinball Fantasies (USA),"1,048,576",8
Pinball Fantasies (Europe),"1,048,576",8
Pinball Dreams (USA),"1,048,576",8
Pinball Dreams (Europe),"1,048,576",8
Pinball Dreams (Europe) (Beta),"1,048,576",8
Pac-In-Time (Europe) (Beta),"1,048,576",8
Pac-In-Time (Europe),"1,048,576",8
Pac-In-Time (Japan),"1,048,576",8
Pac-In-Time (USA),"1,048,576",8
Boxing Legends of the Ring (Europe),"1,048,576",8
Boxing Legends of the Ring (USA),"1,048,576",8
Pierre le Chef Is... Out to Lunch (Europe),"1,048,576",8
Pieces (USA),"1,048,576",8
Pachi-Slot Gambler (Japan),"1,048,576",8
Picross NP Vol. 5 (Japan) (Rev 1) (NP),"1,048,576",8
Picross NP Vol. 5 (Japan) (NP),"1,048,576",8
Picross NP Vol. 4 (Japan) (Rev 1) (NP),"1,048,576",8
Pachi-Slot Love Story (Japan),"1,048,576",8
Picross NP Vol. 4 (Japan) (NP),"1,048,576",8
Pachi-Slot Monogatari - Universal Special (Japan),"1,048,576",8
Pachinko Challenger (Japan),"1,048,576",8
Pachinko Fan - Shouri Sengen (Japan),"1,048,576",8
Pachinko Maruhi Hisshouhou (Japan),"1,048,576",8
Pachinko Monogatari - Pachi-Slot mo Aru deyo!! (Japan),"1,048,576",8
Picross NP Vol. 3 (Japan) (Rev 1) (NP),"1,048,576",8
Picross NP Vol. 3 (Japan) (NP),"1,048,576",8
Picross NP Vol. 2 (Japan) (Rev 1) (NP),"1,048,576",8
Pachinko Wars (Japan),"1,048,576",8
Pachinko Wars II (Japan),"1,048,576",8
Pachio-kun Special (Japan),"1,048,576",8
Pachio-kun Special 2 (Japan),"1,048,576",8
Pachio-kun Special 3 (Japan),"1,048,576",8
Packy & Marlon (USA) (EnFrEs),"1,048,576",8
Picross NP Vol. 2 (Japan) (NP),"1,048,576",8
Picross NP Vol. 1 (Japan) (Rev 1) (NP),"1,048,576",8
Picross NP Vol. 1 (Japan) (NP),"1,048,576",8
Phalanx - The Enforce Fighter A-144 (USA) (Beta),"1,048,576",8
Phalanx - The Enforce Fighter A-144 (Japan) (En),"1,048,576",8
Panel de Pon (Japan),"1,048,576",8
Phalanx (USA),"1,048,576",8
Phalanx (Europe),"1,048,576",8
Parodius Da! - Shinwa kara Owarai e (Japan),"1,048,576",8
Bram Stoker's Dracula (USA),"1,048,576",8
Bram Stoker's Dracula (USA) (Beta),"1,048,576",8
Bram Stoker's Dracula (Europe),"1,048,576",8
Parodius (Europe),"1,048,576",8
Parlor! Mini 7 - Pachinko Jikki Simulation Game (Japan),"1,048,576",8
Parlor! Mini - Pachinko Jikki Simulation Game (Japan) (Rev 1),"1,048,576",8
Parlor! Mini - Pachinko Jikki Simulation Game (Japan),"1,048,576",8
Parlor! Mini 2 - Pachinko Jikki Simulation Game (Japan),"1,048,576",8
Parlor! Mini 3 - Pachinko Jikki Simulation Game (Japan),"1,048,576",8
Parlor! Mini 6 - Pachinko Jikki Simulation Game (Japan),"1,048,576",8
Parlor! Mini 5 - Pachinko Jikki Simulation Game (Japan),"1,048,576",8
Star Fox 2 (Japan) (Proto 1),"945,507",7
Spectre (USA),"917,504",7
SD The Great Battle - Aratanaru Chousen (Japan),"786,432",6
SimEarth - The Living Planet (Japan) (Rev 1),"786,432",6
SimEarth - The Living Planet (Japan),"786,432",6
World Class Service Super Nintendo Tester (USA),"655,360",5
Bishoujo Senshi Sailor Moon S - Kondo wa Puzzle de Oshioki yo! (Japan),"524,288",4
Wings 2 - Aces High (USA) (Beta),"524,288",4
Vs. Collection (Japan),"524,288",4
Vortex (USA) (EnEs),"524,288",4
Vortex (Japan) (EnJa),"524,288",4
Vortex (Europe) (EnEs),"524,288",4
Utopia - The Creation of a Nation (USA),"524,288",4
Utopia - The Creation of a Nation (USA) (Beta),"524,288",4
Utopia - The Creation of a Nation (Europe),"524,288",4
Utopia (Japan),"524,288",4
Utopia (Germany),"524,288",4
Ultraman (USA),"524,288",4
Ultraman (Japan),"524,288",4
Ultraman (Europe),"524,288",4
Ultra Baseball Jitsumei Ban (Japan),"524,288",4
PowerFest 94 - Super Mario Bros. - The Lost Levels (USA),"524,288",4
Trump Island (Japan),"524,288",4
Troddlers (USA),"524,288",4
Troddlers (Europe),"524,288",4
Troddlers (Europe) (Beta),"524,288",4
Top Racer (Japan) (En),"524,288",4
Top Gear (USA),"524,288",4
Top Gear (Europe),"524,288",4
Tom to Jerry (Japan),"524,288",4
Tom and Jerry (USA),"524,288",4
Tom and Jerry (Europe),"524,288",4
Tom & Jerry (USA) (Beta),"524,288",4
Tatakae Genshijin 2 - Rookie no Bouken (Japan),"524,288",4
Takemiya Masaki Kudan no Igo Taishou (Japan),"524,288",4
Takeda Nobuhiro no Super Cup Soccer (Japan),"524,288",4
Taiwan 16 Mahjong II - Horoscope Girls Edition (Hong Kong) (Unl) [b],"524,288",4
TKO Super Championship Boxing (USA),"524,288",4
TKO Super Championship Boxing (USA) (Sample),"524,288",4
TKO Super Championship Boxing (Europe),"524,288",4
Sylvester and Tweety (USA) (Proto 2),"524,288",4
Sylvester and Tweety (USA) (Proto 1),"524,288",4
Super Ultra Baseball 2 (Japan),"524,288",4
Super Ultra Baseball (Japan),"524,288",4
Super Turrican (USA),"524,288",4
Super Turrican (Japan) (En),"524,288",4
Super Turrican (Europe),"524,288",4
Super Tsumeshougi 1000 (Japan),"524,288",4
Super Trump Collection 2 (Japan),"524,288",4
Super Trump Collection (Japan),"524,288",4
Super Troll Islands - Shiawase o Ageru (Japan),"524,288",4
Super Troll Islands (USA),"524,288",4
Super Troll Islands (USA) (Beta),"524,288",4
Super Troll Islands (Europe),"524,288",4
Super Tennis - World Circuit (Japan),"524,288",4
Super Tennis (USA),"524,288",4
Super Tennis (USA) (Arcade),"524,288",4
Super Tennis (Europe),"524,288",4
Super Tennis (Europe) (Rev 1),"524,288",4
Super Soukoban (Japan),"524,288",4
Super Solitaire (USA) (EnFrDeEsIt),"524,288",4
Super Soccer Champ (USA),"524,288",4
Super Soccer (USA),"524,288",4
Super Soccer (USA) (Arcade),"524,288",4
Super Soccer (Europe),"524,288",4
Super Snakey (Japan),"524,288",4
Super Smash T.V. (USA),"524,288",4
Super Smash T.V. (Europe),"524,288",4
Super Slap Shot (USA),"524,288",4
Super Slap Shot (Japan) (En),"524,288",4
Super Pang (Japan),"524,288",4
Super Pang (Europe),"524,288",4
Super Pachinko Taisen (Japan),"524,288",4
All-American Championship Football (Europe),"524,288",4
Super Off Road (USA),"524,288",4
Super Off Road (Japan) (En),"524,288",4
Super Off Road (Europe),"524,288",4
Super Nobunaga no Yabou - Zenkoku Ban (Japan),"524,288",4
Super Mario World - Super Mario Bros. 4 (Japan),"524,288",4
Super Mario World (USA),"524,288",4
Andre Agassi Tennis (Japan) (En),"524,288",4
Andre Agassi Tennis (USA),"524,288",4
Super Mario World (Japan) (En) (Arcade) [b],"524,288",4
Super Mario World (Europe),"524,288",4
Super Mario World (Europe) (Rev 1),"524,288",4
Super Mario Kart (USA),"524,288",4
Super Mario Kart (Japan),"524,288",4
Super Mario Kart (Europe),"524,288",4
Super Mahjong Taikai (Japan),"524,288",4
Super Mahjong Taikai (Japan) (Rev 5),"524,288",4
Super Mahjong Taikai (Japan) (Rev 4),"524,288",4
Super Mahjong Taikai (Japan) (Rev 3),"524,288",4
Super Mahjong Taikai (Japan) (Rev 2),"524,288",4
Super Mahjong Taikai (Japan) (Rev 1),"524,288",4
Super Mahjong 2 - Honkaku 4-nin Uchi! (Japan),"524,288",4
Super Mahjong 2 - Honkaku 4-nin Uchi! (Japan) (Rev 1),"524,288",4
Super Mahjong (Japan),"524,288",4
Arcade's Greatest Hits - The Atari Collection 1 (Europe),"524,288",4
Arcade's Greatest Hits - The Atari Collection 1 (USA),"524,288",4
Super Loopz (Japan),"524,288",4
Super Linearball (Japan),"524,288",4
Super Kick Off (Japan),"524,288",4
Super James Pond II (Europe),"524,288",4
Super James Pond (USA),"524,288",4
Super James Pond (USA) (Beta),"524,288",4
Super Igo - Go Ou (Japan),"524,288",4
Super Hanafuda (Japan),"524,288",4
Super Gomoku Narabe - Renju (Japan),"524,288",4
Super Goal! 2 (USA),"524,288",4
Wheel of Fortune - Deluxe Edition (USA),"524,288",4
Super Game Boy 2 (Japan),"524,288",4
Arkanoid - Doh It Again (Europe),"524,288",4
Arkanoid - Doh It Again (Japan) (En),"524,288",4
Arkanoid - Doh It Again (USA),"524,288",4
Wild Snake (USA),"524,288",4
Williams Arcade's Greatest Hits (Europe),"524,288",4
Super Formation Soccer II (Japan),"524,288",4
Super Formation Soccer (Japan),"524,288",4
Super Famicom Box 4S Attraction (Japan),"524,288",4
Super Double Yakuman II (Japan),"524,288",4
Super Double Yakuman (Japan),"524,288",4
Asterix (Europe) (EnFrDeEs),"524,288",4
Super Casino 2 (Japan),"524,288",4
Super Casino - Caesars Palace (Japan),"524,288",4
Super Casino - Caesars Palace (Japan) (Rev 1),"524,288",4
Super Caesars Palace (USA),"524,288",4
Super Caesars Palace (USA) (Beta),"524,288",4
Super Buster Bros. (USA),"524,288",4
Super Buster Bros. (USA) (Rev 1),"524,288",4
Super Buster Bros. (USA) (Beta),"524,288",4
Super Bowling (USA),"524,288",4
Super Bowling (Japan) (En),"524,288",4
Super Bombliss (Japan) (En),"524,288",4
Super Bomberman (USA),"524,288",4
Super Bomberman (USA) (Sample),"524,288",4
Super Bomberman (Europe),"524,288",4
Super Bomber Man (Japan),"524,288",4
Super Battletank (Japan),"524,288",4
Super Battleship (USA),"524,288",4
Super Battleship (Europe),"524,288",4
Super Baseball Simulator 1.000 (USA),"524,288",4
Super Aquatic Games Starring the Aquabats The (USA),"524,288",4
Super Aquatic Games Starring the Aquabats The (USA) (Beta),"524,288",4
Super Air Diver (Japan),"524,288",4
Super Air Diver (Europe),"524,288",4
Supapoon (Japan),"524,288",4
Williams Arcade's Greatest Hits (USA),"524,288",4
